budget,genre,director_popularity,cast_popularity,release_month,marketing_spend,trailer_views,revenue
227.59,Drama,5.8,5.91,9.0,115.01,191383729.0,950.17
35.42,Drama,6.68,2.33,2.0,12.41,148507460.0,293.65
271.25,Romance,5.89,5.07,12.0,73.53,27223735.0,1075.53
154.05,Thriller,2.16,8.93,2.0,111.83,102742495.0,787.12
248.8,Horror,4.38,4.79,10.0,30.5,111559464.0,923.72
99.41,Drama,1.89,8.56,1.0,116.1,34409863.0,645.13
269.18,Comedy,6.61,6.31,5.0,26.69,86017084.0,1000.51
119.81,Action,5.02,2.73,2.0,120.29,129503477.0,661.8
8.2,Romance,8.0,6.23,3.0,71.4,57518104.0,418.74
272.09,Romance,2.98,5.55,2.0,103.33,66990182.0,880.88
31.93,Thriller,2.48,4.59,11.0,137.78,25283667.0,510.34
99.2,Sci-Fi,4.66,2.08,4.0,62.45,83234888.0,602.49
285.27,Horror,9.34,4.75,11.0,36.48,117187600.0,822.09
285.43,Romance,7.39,1.65,3.0,130.34,24188583.0,940.98
174.16,Romance,4.77,1.89,9.0,25.92,123342087.0,508.47
191.39,Action,5.66,4.74,10.0,95.46,80160850.0,986.52
137.29,Sci-Fi,1.76,3.75,12.0,138.64,135958269.0,962.62
91.5,Romance,9.86,9.33,2.0,101.81,63652558.0,690.74
101.96,Drama,7.0,4.38,7.0,30.96,114131348.0,564.9
203.39,Horror,3.57,7.82,11.0,24.54,122947767.0,649.96
226.95,Drama,6.27,5.77,3.0,39.34,138410972.0,715.65
238.52,Romance,1.99,7.34,10.0,59.93,151630858.0,1032.68
237.94,Action,9.69,3.34,8.0,25.56,28133990.0,636.58
31.91,Sci-Fi,2.57,9.48,4.0,120.08,193083306.0,835.01
150.85,Romance,6.83,5.77,4.0,54.84,168885438.0,860.73
21.98,Sci-Fi,3.21,8.48,9.0,140.54,112901438.0,615.29
167.11,Comedy,7.46,4.29,11.0,126.69,178181415.0,867.08
135.25,Action,7.99,1.9,3.0,136.51,77104161.0,724.61
266.87,Comedy,7.06,7.06,7.0,45.58,7823024.0,894.36
108.52,Comedy,6.53,1.07,1.0,86.91,145679245.0,560.6
39.53,Action,9.03,5.28,7.0,49.57,188725486.0,567.14
47.18,Sci-Fi,1.71,2.74,10.0,40.03,33209078.0,342.96
229.65,Comedy,3.98,6.65,11.0,91.85,129130915.0,842.28
187.37,Action,3.23,9.81,2.0,123.06,162871687.0,920.69
34.83,Sci-Fi,9.89,5.18,12.0,15.85,181108343.0,514.51
29.81,Drama,4.5,8.36,6.0,42.81,56029024.0,457.66
211.79,Sci-Fi,7.59,5.57,9.0,32.36,26618028.0,595.53
26.47,Sci-Fi,7.16,5.46,6.0,120.16,50322173.0,617.29
247.45,Thriller,2.91,9.37,3.0,140.14,115966607.0,1035.85
213.34,Drama,3.15,9.01,1.0,13.83,183826923.0,710.52
29.0,Comedy,3.53,8.07,12.0,58.12,116924626.0,571.47
30.03,Drama,4.7,3.67,12.0,137.35,184004639.0,775.72
296.06,Sci-Fi,3.11,5.91,4.0,53.01,154237368.0,1125.09
115.41,Action,1.18,3.02,4.0,107.47,120079503.0,810.1
114.34,Thriller,8.91,5.0,8.0,16.9,5337903.0,436.41
244.78,Horror,9.69,5.36,10.0,67.77,67282078.0,1053.44
284.44,Thriller,4.07,8.48,10.0,76.49,12434452.0,1141.44
295.87,Comedy,4.05,9.06,7.0,114.13,65126228.0,1166.53
227.25,Comedy,1.06,4.73,10.0,44.75,13404366.0,764.49
116.0,Thriller,7.12,1.16,7.0,41.1,34395356.0,489.6
29.63,Thriller,8.43,8.76,7.0,46.84,82726497.0,512.25
234.26,Thriller,2.32,2.57,12.0,84.24,103462064.0,983.78
169.73,Romance,2.44,6.6,2.0,131.65,44211196.0,788.9
130.15,Sci-Fi,8.11,1.22,9.0,124.98,146782898.0,705.42
272.37,Thriller,6.55,4.6,6.0,10.58,118482560.0,812.24
37.8,Thriller,1.4,9.87,2.0,132.09,138660346.0,652.22
150.32,Comedy,6.6,1.91,1.0,16.08,146820371.0,502.09
8.35,Romance,3.78,4.81,11.0,63.47,145657147.0,369.61
143.25,Horror,4.32,3.76,1.0,115.28,187310546.0,753.74
21.61,Action,7.93,9.15,1.0,14.06,48206846.0,369.66
40.05,Drama,8.3,8.82,4.0,7.98,54760972.0,484.02
39.67,Thriller,4.6,3.14,4.0,50.84,19746013.0,387.16
196.52,Romance,9.52,1.73,12.0,110.03,118924685.0,1068.72
225.08,Horror,4.66,6.64,9.0,79.22,79641916.0,787.25
177.09,Horror,7.95,4.03,12.0,63.72,99743577.0,877.49
288.84,Horror,5.35,7.05,12.0,122.33,34794470.0,1308.42
115.59,Action,9.08,1.29,1.0,115.47,130162990.0,689.77
89.29,Romance,9.17,2.2,3.0,118.33,124184853.0,649.45
261.24,Thriller,1.79,7.18,3.0,70.04,53692101.0,752.67
70.96,Drama,9.43,2.91,8.0,4.88,93617921.0,345.35
289.15,Romance,8.43,8.72,2.0,27.48,178965887.0,910.34
8.59,Drama,8.12,1.53,6.0,111.71,154926308.0,602.73
291.11,Horror,2.81,2.94,11.0,113.47,46161831.0,877.85
17.73,Horror,8.25,9.99,4.0,145.9,175892116.0,973.7
267.89,Thriller,8.65,4.9,10.0,30.15,14395282.0,958.11
160.67,Thriller,3.6,7.33,6.0,20.19,83371785.0,616.83
297.92,Comedy,9.57,2.64,5.0,22.54,16943527.0,946.12
26.77,Thriller,1.45,6.49,12.0,29.35,184918625.0,434.5
168.39,Thriller,2.35,7.53,9.0,80.21,9099786.0,630.25
290.94,Drama,5.84,3.83,9.0,146.33,31096819.0,966.22
159.31,Thriller,6.18,8.46,1.0,89.24,183092949.0,808.09
190.67,Romance,6.81,6.43,3.0,79.36,116849371.0,771.95
210.25,Romance,1.15,4.5,1.0,101.66,159242407.0,792.24
139.09,Romance,9.64,6.02,6.0,12.94,4264945.0,544.78
190.13,Thriller,1.4,6.19,12.0,122.67,84399919.0,1013.13
177.37,Romance,2.29,2.49,3.0,97.74,196908660.0,747.22
270.84,Drama,1.13,4.62,1.0,27.34,116383994.0,685.11
18.41,Comedy,6.1,4.09,6.0,95.35,170086875.0,582.92
87.88,Thriller,9.39,4.61,5.0,90.24,192748336.0,870.86
285.37,Thriller,6.99,7.85,12.0,11.6,137323061.0,1073.97
267.63,Sci-Fi,8.4,5.34,12.0,41.51,66198462.0,1031.11
139.42,Thriller,1.12,9.46,8.0,59.86,62412780.0,578.65
187.94,Horror,5.88,3.64,2.0,38.24,15184204.0,558.26
86.83,Romance,5.14,4.74,8.0,37.99,86126648.0,432.01
60.5,Horror,5.49,8.08,12.0,86.8,183162494.0,783.66
141.79,Drama,1.65,5.91,5.0,71.69,96134423.0,777.3
109.24,Thriller,7.16,5.92,8.0,100.76,182287987.0,707.06
177.18,Sci-Fi,5.53,1.48,12.0,143.55,163611245.0,1076.21
27.93,Comedy,7.89,4.59,10.0,99.76,196853236.0,758.49
292.45,Sci-Fi,5.37,3.44,4.0,88.15,189591361.0,1232.55
295.93,Drama,2.34,9.99,4.0,127.44,141590171.0,1429.54
210.96,Thriller,6.83,3.78,10.0,95.55,174372240.0,1092.87
163.15,Drama,2.55,8.96,4.0,26.5,149867463.0,801.67
96.31,Thriller,8.85,7.09,11.0,48.58,140975508.0,581.09
245.07,Action,6.52,4.07,6.0,110.54,143396356.0,1072.36
207.0,Sci-Fi,2.41,5.89,4.0,111.28,144487691.0,1080.28
52.97,Action,9.66,8.56,9.0,148.08,76504383.0,716.32
273.72,Sci-Fi,5.67,8.95,9.0,94.79,85288921.0,960.16
247.65,Sci-Fi,1.66,2.44,3.0,135.13,59520161.0,824.9
285.19,Drama,6.64,4.06,7.0,10.08,30503855.0,764.11
219.09,Sci-Fi,3.28,4.02,12.0,85.8,92230237.0,969.66
185.96,Drama,8.23,1.38,5.0,138.14,180089909.0,1143.79
128.38,Thriller,8.36,6.38,12.0,44.51,130601677.0,792.24
280.15,Action,9.81,8.69,9.0,24.92,12179892.0,798.77
260.49,Comedy,5.52,4.43,2.0,53.88,162428789.0,801.66
18.34,Romance,5.09,7.66,3.0,119.25,187144904.0,609.5
12.78,Comedy,7.78,6.65,10.0,14.54,166055066.0,465.02
116.06,Horror,2.19,4.38,5.0,90.85,145780741.0,758.89
244.11,Horror,5.92,2.27,12.0,22.07,30873959.0,794.36
296.25,Thriller,5.92,7.38,5.0,66.46,70450979.0,1160.07
49.37,Drama,1.81,8.69,10.0,144.96,113492091.0,861.81
180.27,Thriller,4.76,7.17,12.0,30.88,16295295.0,723.74
117.36,Drama,8.68,1.16,7.0,7.03,22147773.0,406.38
291.12,Horror,8.71,2.95,8.0,65.23,186916530.0,898.36
253.43,Thriller,1.89,1.63,8.0,87.5,140835547.0,768.12
252.31,Action,1.82,6.13,1.0,46.03,55742322.0,686.97
143.26,Sci-Fi,3.36,7.81,1.0,82.18,66144702.0,633.9
127.37,Comedy,8.87,2.0,3.0,143.1,77501432.0,699.51
85.66,Horror,2.16,8.55,1.0,48.14,15939187.0,431.85
21.63,Action,7.48,6.0,1.0,47.8,148096223.0,404.65
260.09,Comedy,1.91,7.21,10.0,73.45,36189968.0,1040.55
244.81,Horror,6.61,9.74,8.0,78.27,161218885.0,969.53
299.92,Sci-Fi,4.2,1.75,1.0,2.2,169328614.0,719.86
299.01,Sci-Fi,8.1,9.11,9.0,93.15,128048401.0,1052.43
168.85,Comedy,3.1,2.13,2.0,149.61,154201134.0,791.85
231.85,Action,6.75,4.54,9.0,45.22,35195198.0,649.26
283.71,Horror,3.12,8.66,7.0,95.36,115611858.0,1106.66
255.65,Thriller,7.42,9.16,9.0,2.68,135683064.0,748.41
77.97,Horror,8.86,5.56,3.0,91.44,132650556.0,611.13
137.91,Comedy,2.14,6.35,1.0,68.17,24340686.0,520.1
43.1,Drama,8.8,7.37,1.0,80.48,69532110.0,541.36
286.45,Horror,6.34,8.49,11.0,82.5,65682467.0,948.3
183.82,Horror,2.14,2.09,10.0,28.19,114932848.0,653.28
72.45,Action,4.85,8.29,6.0,115.96,153282189.0,804.51
203.15,Sci-Fi,2.45,5.33,7.0,84.21,114547483.0,848.18
187.35,Thriller,7.3,5.06,9.0,41.99,151210660.0,683.98
110.66,Sci-Fi,7.83,4.82,6.0,140.73,20694552.0,830.18
38.5,Thriller,1.95,5.58,5.0,3.89,175749599.0,390.87
203.11,Drama,5.56,9.51,2.0,109.44,107786797.0,882.37
158.49,Drama,8.33,5.93,2.0,58.42,8462233.0,626.69
232.83,Action,9.43,9.58,8.0,79.34,128999388.0,943.01
158.45,Drama,5.62,2.62,1.0,45.14,103952090.0,558.09
256.39,Drama,9.55,7.52,8.0,49.55,44853544.0,799.2
167.81,Thriller,5.82,8.31,11.0,4.24,153120666.0,570.75
170.48,Action,4.55,7.11,10.0,110.02,186780082.0,1118.4
263.61,Action,8.63,6.46,11.0,107.2,65214007.0,941.82
124.03,Horror,5.44,6.08,7.0,98.85,99289221.0,778.93
44.53,Drama,5.25,8.75,7.0,131.94,26506825.0,729.14
13.49,Sci-Fi,5.41,8.39,5.0,135.39,186030145.0,887.39
227.77,Drama,8.62,2.1,3.0,84.35,64440416.0,769.34
187.99,Thriller,8.49,8.64,7.0,103.35,39762152.0,957.98
212.7,Drama,4.63,4.73,7.0,3.63,96207307.0,645.1
67.82,Romance,4.0,3.28,7.0,127.26,9613215.0,613.9
45.23,Romance,5.43,8.83,12.0,122.83,51314529.0,806.85
9.29,Horror,6.15,4.89,11.0,5.0,14463890.0,178.99
108.42,Horror,3.15,8.28,2.0,82.34,26346860.0,533.67
179.03,Action,8.15,3.37,3.0,136.19,23319353.0,782.38
120.71,Action,5.38,1.04,3.0,28.85,174611571.0,450.38
134.06,Action,4.01,5.46,4.0,54.19,186156535.0,793.45
271.73,Thriller,1.96,1.9,12.0,51.0,95429911.0,940.09
107.74,Romance,3.15,7.79,9.0,54.68,126453000.0,571.3
156.63,Horror,9.54,3.48,10.0,8.2,139484478.0,697.13
236.18,Comedy,3.75,4.99,1.0,43.29,78871352.0,687.27
121.98,Thriller,2.52,1.78,12.0,45.64,74671883.0,510.97
188.52,Thriller,5.15,3.58,7.0,130.15,135438235.0,977.83
259.4,Thriller,3.76,8.03,7.0,54.11,75966189.0,913.73
285.11,Horror,1.32,2.36,11.0,68.19,116620894.0,774.17
48.39,Action,3.91,6.82,4.0,58.35,103523369.0,581.41
278.34,Action,5.9,9.26,11.0,19.86,105367660.0,824.19
150.17,Action,5.97,7.12,1.0,148.57,166042414.0,888.87
81.18,Horror,4.21,8.3,3.0,124.22,141107365.0,716.54
140.45,Drama,5.03,1.98,5.0,82.06,192175848.0,842.05
294.11,Romance,9.69,3.26,12.0,72.5,158404349.0,1227.65
150.32,Comedy,4.4,9.05,2.0,98.09,30012710.0,710.41
101.98,Thriller,3.32,7.44,7.0,50.31,147958177.0,621.42
191.85,Comedy,3.19,6.76,10.0,9.44,133463863.0,758.72
75.84,Romance,5.12,6.97,10.0,61.84,129562752.0,688.95
27.38,Comedy,7.84,4.73,7.0,147.63,96668181.0,727.42
43.02,Romance,2.85,1.4,12.0,28.99,13430320.0,254.69
42.77,Drama,7.38,8.06,10.0,80.1,190345469.0,782.44
49.81,Sci-Fi,1.19,7.11,5.0,3.26,170533014.0,450.73
45.95,Comedy,4.77,5.26,12.0,20.06,97874799.0,422.78
194.06,Action,7.98,9.1,10.0,88.9,32557613.0,1069.89
58.65,Romance,4.05,4.03,6.0,46.02,165070059.0,450.03
106.97,Romance,6.07,3.65,1.0,136.04,86703649.0,663.34
269.55,Romance,2.84,8.86,4.0,62.11,78632671.0,1099.51
144.82,Drama,7.68,8.17,4.0,32.79,133411064.0,826.27
201.93,Horror,1.47,5.63,11.0,82.75,151976404.0,742.11
55.83,Sci-Fi,8.67,2.18,8.0,119.66,13505307.0,556.34
61.73,Sci-Fi,2.78,2.94,2.0,4.87,153743727.0,277.98
17.06,Horror,8.87,6.91,1.0,76.82,147054160.0,515.99
54.84,Sci-Fi,4.17,4.47,7.0,116.47,118252712.0,639.73
87.18,Sci-Fi,7.5,8.53,6.0,17.33,68345364.0,544.33
57.22,Action,3.87,9.55,5.0,135.61,33795627.0,833.54
31.17,Action,9.15,8.25,12.0,41.15,21427941.0,527.19
40.59,Comedy,2.14,4.4,8.0,27.25,1235555.0,220.95
140.93,Horror,2.61,8.1,11.0,89.21,42085575.0,657.47
65.87,Drama,5.44,4.16,2.0,27.9,82856057.0,361.17
112.46,Romance,1.74,2.5,2.0,102.6,49485222.0,531.03
153.51,Drama,2.76,1.3,9.0,74.54,62486832.0,525.94
208.67,Comedy,9.49,4.47,1.0,18.27,78700031.0,647.84
16.6,Sci-Fi,9.79,9.13,6.0,137.05,62344199.0,758.58
240.83,Horror,4.39,3.15,3.0,101.63,145199587.0,869.35
190.23,Horror,9.31,2.86,5.0,82.81,98853631.0,983.98
29.12,Sci-Fi,5.9,9.73,8.0,57.4,4846102.0,400.39
262.71,Comedy,3.43,1.23,7.0,21.96,46106978.0,690.19
276.66,Horror,7.32,8.07,12.0,106.71,142221991.0,1373.01
23.02,Action,6.93,3.89,4.0,122.42,60885174.0,665.38
86.68,Sci-Fi,9.9,1.34,8.0,20.62,184108213.0,444.08
242.83,Comedy,3.39,9.26,11.0,75.2,142820145.0,850.07
225.74,Thriller,7.05,2.26,11.0,73.76,58695468.0,698.73
59.43,Comedy,1.47,5.97,10.0,53.79,103765559.0,532.24
66.76,Thriller,2.02,3.47,11.0,118.82,133780567.0,534.66
114.29,Drama,1.04,1.59,2.0,16.73,39479807.0,297.55
147.93,Action,10.0,1.45,7.0,32.34,49991306.0,585.3
187.39,Romance,8.22,2.04,5.0,2.24,101917625.0,660.53
113.83,Action,8.08,1.64,11.0,57.2,185054050.0,536.03
141.45,Drama,5.59,7.85,6.0,45.09,69458063.0,655.45
225.5,Comedy,3.7,5.37,3.0,130.32,81023935.0,893.49
15.82,Sci-Fi,2.36,4.09,11.0,112.38,38933422.0,386.86
79.47,Drama,3.56,4.77,10.0,14.5,119048530.0,478.57
215.44,Thriller,4.38,9.36,7.0,111.66,148289999.0,1094.24
269.09,Drama,7.81,9.2,7.0,101.96,88687811.0,1142.3
155.94,Sci-Fi,5.86,7.44,2.0,43.7,150299627.0,637.48
161.97,Drama,1.7,8.96,1.0,4.29,61218340.0,497.28
36.62,Drama,1.16,3.88,10.0,19.04,141689899.0,356.47
136.99,Comedy,1.92,4.43,2.0,38.99,52410562.0,446.89
162.12,Drama,4.69,6.52,12.0,122.86,156349259.0,1078.56
76.53,Drama,9.4,6.61,8.0,70.87,166297674.0,615.53
84.43,Drama,6.74,5.34,11.0,137.92,159747010.0,725.08
116.3,Comedy,8.22,4.61,10.0,118.79,43879049.0,887.27
10.92,Romance,5.2,9.88,3.0,44.49,139155638.0,461.02
100.01,Action,4.25,8.39,11.0,127.11,108169537.0,741.68
67.38,Drama,1.98,4.91,4.0,19.28,197221361.0,516.33
101.61,Horror,8.88,7.55,8.0,7.35,72953787.0,458.01
40.33,Action,8.05,3.43,3.0,92.06,154479019.0,500.3
267.71,Drama,2.51,1.9,6.0,52.58,74645545.0,831.82
180.11,Sci-Fi,5.61,4.17,2.0,50.76,79974637.0,600.14
205.34,Romance,5.39,4.63,3.0,103.71,23087445.0,755.86
237.81,Sci-Fi,6.63,1.15,1.0,127.82,48692576.0,844.99
152.04,Thriller,9.52,8.33,9.0,49.68,33732373.0,639.47
30.64,Horror,6.22,4.23,4.0,50.1,32680912.0,452.01
163.45,Comedy,5.86,6.22,6.0,81.01,2794289.0,748.9
178.12,Comedy,1.45,1.67,7.0,98.67,158962373.0,777.19
224.9,Sci-Fi,1.57,2.57,2.0,32.03,94118312.0,567.43
132.34,Thriller,2.69,9.01,8.0,137.08,161029346.0,813.44
42.64,Horror,1.29,6.48,12.0,98.85,122897531.0,634.23
88.71,Romance,7.69,9.55,9.0,94.52,166436195.0,764.23
112.11,Action,7.51,9.99,10.0,135.82,101249236.0,1111.91
195.55,Sci-Fi,2.22,4.35,11.0,136.28,19714163.0,770.53
173.38,Drama,8.52,3.69,2.0,22.06,123735965.0,603.03
110.05,Horror,2.39,8.73,5.0,23.47,135875208.0,676.58
296.02,Thriller,3.71,9.99,2.0,114.77,125674329.0,1072.48
183.7,Horror,3.24,6.67,11.0,143.62,160465927.0,892.51
74.98,Horror,4.35,8.16,5.0,100.64,146568350.0,858.09
35.03,Romance,3.29,8.04,7.0,62.87,87093857.0,515.98
50.09,Drama,5.4,4.2,6.0,103.15,164001627.0,657.39
77.56,Thriller,4.67,6.17,4.0,35.86,138665522.0,594.39
52.4,Sci-Fi,9.88,8.5,2.0,149.7,24952981.0,723.03
60.04,Horror,1.5,7.19,7.0,65.8,108434710.0,537.66
89.1,Thriller,2.28,1.19,12.0,139.89,145982605.0,802.38
56.15,Drama,1.48,4.03,10.0,65.76,111104352.0,533.59
269.55,Drama,6.63,2.3,9.0,139.36,189856702.0,1033.83
28.67,Action,1.49,3.1,1.0,51.68,21196762.0,276.73
159.73,Sci-Fi,8.53,9.15,3.0,114.56,144742017.0,888.92
126.07,Action,5.61,1.33,7.0,142.75,165065711.0,849.02
294.8,Horror,5.74,2.98,9.0,97.61,140827986.0,945.42
38.05,Drama,6.05,3.79,5.0,102.28,77731416.0,626.48
122.37,Thriller,2.54,6.55,7.0,17.23,77710582.0,498.53
290.99,Romance,2.78,5.81,10.0,72.18,117726934.0,1160.14
260.32,Sci-Fi,3.87,2.96,7.0,133.24,80022509.0,1072.43
246.04,Sci-Fi,6.34,2.48,4.0,37.65,176753416.0,971.81
81.08,Action,2.89,3.13,5.0,118.68,22876193.0,683.01
55.41,Horror,2.05,5.52,2.0,102.01,128192312.0,495.01
202.25,Comedy,9.73,3.44,8.0,35.0,27688877.0,626.26
279.17,Sci-Fi,1.2,9.53,12.0,43.85,108491801.0,1086.81
169.25,Romance,8.22,5.17,1.0,65.28,143400659.0,716.6
173.63,Action,8.09,1.53,2.0,20.52,33936672.0,461.86
87.59,Comedy,3.67,7.56,12.0,137.18,141102611.0,951.78
232.0,Drama,2.22,3.96,3.0,111.42,28856026.0,798.79
60.18,Thriller,2.31,6.88,7.0,56.01,124490195.0,506.71
100.49,Romance,7.28,3.52,6.0,46.35,101605053.0,567.96
130.5,Thriller,6.79,6.14,7.0,104.06,60316916.0,785.72
154.75,Thriller,8.04,7.95,11.0,64.78,23198197.0,666.91
76.51,Action,9.44,9.35,5.0,35.94,147434974.0,744.03
38.88,Action,7.23,3.35,4.0,65.66,76979222.0,552.32
185.13,Drama,2.4,4.01,7.0,130.95,18219625.0,850.39
90.15,Comedy,3.19,5.18,3.0,12.15,154785078.0,411.1
176.47,Comedy,8.58,9.34,10.0,56.52,47346042.0,979.71
50.54,Horror,2.88,9.11,7.0,144.43,147553959.0,827.82
146.94,Thriller,1.65,1.81,2.0,4.2,113414839.0,384.3
162.11,Action,7.33,2.19,12.0,133.81,39711273.0,989.27
20.29,Romance,4.62,5.46,12.0,57.48,16204740.0,438.02
104.3,Sci-Fi,9.28,1.96,8.0,30.05,119056554.0,447.77
44.65,Drama,6.85,4.11,12.0,4.22,6017155.0,300.7
23.7,Sci-Fi,1.81,2.34,6.0,12.44,14027432.0,170.97
297.04,Sci-Fi,9.53,6.72,12.0,27.43,140741597.0,1144.39
100.09,Action,3.33,9.55,3.0,5.76,108235894.0,436.96
243.91,Comedy,4.03,9.97,3.0,51.71,65932758.0,791.05
80.12,Drama,4.62,4.38,5.0,8.64,108306361.0,430.46
206.04,Romance,1.46,6.39,3.0,104.45,118738216.0,784.18
229.27,Comedy,5.47,8.71,6.0,123.2,113491887.0,1101.29
180.71,Action,2.11,2.06,2.0,133.34,128868248.0,795.36
144.11,Thriller,4.61,7.21,8.0,83.27,188117332.0,738.53
126.49,Sci-Fi,4.16,4.68,11.0,142.08,78366726.0,719.54
107.92,Comedy,7.96,2.86,12.0,2.84,60929131.0,469.64
279.21,Drama,8.23,4.62,11.0,21.83,8648547.0,670.48
250.03,Romance,2.38,1.68,9.0,45.39,30267538.0,586.5
289.68,Sci-Fi,4.3,7.26,7.0,118.78,22143713.0,1090.43
41.67,Drama,4.36,3.27,3.0,133.04,67753393.0,516.82
220.61,Romance,2.36,3.8,11.0,93.48,122388155.0,760.75
281.81,Romance,8.19,2.09,10.0,58.72,10220444.0,992.3
58.46,Sci-Fi,7.37,8.78,4.0,100.55,145805336.0,849.81
24.62,Horror,2.71,5.44,12.0,28.77,80089157.0,367.65
223.63,Horror,4.3,6.15,10.0,69.77,192737399.0,1047.13
174.47,Drama,1.95,6.12,2.0,77.12,114108610.0,680.09
253.34,Drama,6.65,4.69,9.0,17.52,154501100.0,730.36
46.23,Romance,2.09,2.73,5.0,7.01,172375065.0,355.37
239.6,Drama,9.87,7.71,12.0,113.02,177880414.0,1363.63
64.48,Drama,8.03,2.14,2.0,81.14,104173888.0,467.72
53.28,Action,4.51,1.93,10.0,51.17,79951769.0,451.42
53.46,Horror,6.21,7.39,6.0,66.71,112542483.0,577.58
245.3,Horror,9.2,2.88,7.0,143.74,81012010.0,1095.63
201.23,Drama,5.99,3.76,2.0,58.97,48902279.0,623.39
159.3,Sci-Fi,2.57,5.28,1.0,17.31,65460046.0,507.59
110.85,Romance,4.41,5.04,7.0,70.61,47321201.0,616.57
263.77,Action,8.59,7.38,1.0,97.91,54618088.0,963.18
120.77,Horror,6.8,6.61,3.0,3.79,19627940.0,422.55
245.9,Action,6.86,6.8,4.0,51.19,85866081.0,1021.13
134.54,Sci-Fi,8.8,7.43,2.0,60.24,47821497.0,637.84
116.2,Thriller,9.05,3.63,7.0,70.63,90224944.0,710.33
141.49,Action,9.28,3.9,5.0,46.65,158647449.0,817.94
93.91,Romance,1.85,4.94,1.0,100.7,90214158.0,555.05
225.54,Drama,5.9,3.77,12.0,141.82,190967762.0,1271.28
153.3,Sci-Fi,7.66,9.86,12.0,137.27,30419542.0,1150.19
73.5,Drama,7.81,8.33,8.0,100.33,170202733.0,692.22
270.37,Thriller,6.46,2.48,10.0,77.02,50403365.0,1037.77
118.25,Comedy,2.5,1.05,7.0,124.22,186852757.0,742.69
165.35,Romance,8.18,1.39,4.0,125.72,46202437.0,958.86
272.41,Action,7.48,3.2,2.0,124.78,149645395.0,968.43
189.15,Horror,1.78,2.03,7.0,25.36,13361462.0,510.99
39.48,Drama,5.17,5.8,11.0,5.76,126332874.0,309.39
282.25,Thriller,2.57,8.72,2.0,147.51,44516169.0,1020.87
190.17,Romance,4.04,7.63,6.0,144.03,134364336.0,1065.36
103.8,Action,1.16,2.94,1.0,85.53,127530038.0,531.12
46.09,Action,4.6,4.59,7.0,148.97,184815480.0,796.26
239.24,Comedy,5.95,5.57,7.0,116.04,125708610.0,1061.05
187.92,Sci-Fi,6.58,8.29,12.0,78.57,82241514.0,1008.43
162.37,Romance,6.97,8.55,4.0,59.62,39519993.0,874.3
268.7,Thriller,8.53,9.19,4.0,89.74,131832751.0,1328.0
237.64,Sci-Fi,2.94,5.58,10.0,78.34,24156954.0,957.91
49.74,Comedy,2.08,7.25,5.0,149.08,165874849.0,887.14
96.96,Sci-Fi,8.66,2.01,2.0,74.59,50219575.0,508.74
78.3,Comedy,2.41,6.09,9.0,125.72,105307621.0,631.9
224.46,Sci-Fi,9.77,3.24,10.0,122.42,119593514.0,1199.76
14.89,Action,8.58,4.89,4.0,12.57,73135508.0,368.22
173.12,Drama,5.51,6.71,11.0,14.88,133110882.0,577.54
229.93,Thriller,9.83,3.31,9.0,99.65,50793175.0,827.77
263.65,Comedy,1.88,1.47,3.0,40.35,7890290.0,561.99
105.91,Sci-Fi,3.73,1.09,9.0,99.31,191894279.0,610.75
247.27,Comedy,6.74,1.2,1.0,23.4,64689120.0,615.05
37.64,Action,4.15,1.08,7.0,60.77,142978985.0,443.73
254.7,Romance,9.36,1.99,4.0,17.17,101999188.0,907.74
42.61,Romance,1.59,3.16,7.0,43.75,134130737.0,364.54
122.2,Comedy,5.94,2.99,10.0,15.07,23076368.0,490.26
240.2,Horror,6.32,9.88,6.0,145.65,104250727.0,1207.45
49.23,Thriller,6.87,3.75,4.0,60.47,79051691.0,536.41
72.63,Comedy,3.3,2.15,4.0,135.38,90918064.0,729.09
218.06,Drama,4.28,5.91,8.0,145.73,193275458.0,965.16
217.41,Comedy,8.59,8.72,7.0,136.62,28121492.0,1095.25
194.14,Sci-Fi,2.75,7.1,4.0,69.33,151185335.0,981.08
209.71,Romance,8.44,3.66,11.0,117.28,66738216.0,809.68
165.1,Sci-Fi,6.06,6.05,6.0,24.75,58781240.0,666.93
79.28,Action,7.86,7.43,6.0,16.04,54884702.0,483.35
106.98,Horror,7.42,7.55,1.0,131.78,70407529.0,769.95
58.57,Action,2.87,7.0,2.0,6.61,72066295.0,294.89
272.99,Romance,6.12,8.84,4.0,145.9,54878654.0,1413.7
177.1,Drama,8.81,8.83,6.0,101.48,133831136.0,987.16
123.25,Sci-Fi,4.89,6.21,6.0,64.1,10496675.0,592.63
141.29,Drama,9.7,4.87,1.0,22.92,67126467.0,544.58
284.45,Romance,5.07,6.77,8.0,109.04,56760916.0,949.47
50.24,Comedy,2.29,8.36,2.0,85.34,150532186.0,540.48
177.94,Thriller,4.5,1.05,5.0,107.25,30153210.0,834.21
154.24,Drama,9.57,9.93,4.0,63.85,188196741.0,1041.63
185.38,Thriller,3.88,2.65,5.0,11.81,34933204.0,574.1
10.34,Comedy,8.81,5.23,5.0,48.62,74635445.0,473.15
262.28,Romance,8.93,8.85,10.0,48.62,40740338.0,1109.54
279.97,Comedy,4.15,3.03,8.0,3.28,58052891.0,619.94
171.71,Sci-Fi,1.75,5.29,10.0,3.42,152443915.0,657.99
210.51,Comedy,7.52,2.19,7.0,50.95,95804539.0,731.98
